0.001;6;44;3;88;206;252;188;230;0
0.001;7;207;10;39;159;247;98;76;143
0.001;7;400;17;159;183;278;55;63;254
0.001;7;373;165;66;131;12;152;215;262
0.001;7;34;5;61;125;199;3;17;288
0.001;7;287;11;283;20;140;223;277;29
0.001;5;29;21;109;262;276;300;0;0
0.001;5;244;5;199;185;167;216;0;0
0.001;6;136;10;214;83;94;43;111;0
0.001;7;17;20;261;280;142;59;259;189
