0.001,5,154,282,184,202,266,0,0
0.001,3,159,238,294,0,0,0,0
0.001,3,90,163,196,0,0,0,0
0.001,6,199,255,198,75,202,237,0
0.001,6,52,194,240,221,82,3,0
0.001,4,95,114,261,143,0,0,0
0.001,6,70,58,51,50,180,122,0
0.001,6,132,194,137,221,201,245,0
0.001,5,99,265,41,215,213,0,0
0.001,7,106,168,176,233,92,266,92
